ticker,salary,bonus,stock_awards,option_awards,non_equity_comp,pension_change,other_comp
AKBA,795723,0,184669,780318,997193,0,17220
GIC,983700,0,900012,199978,456508,0,234859
TMP,823538,250000,504078,0,0,1121829,73976
ADAP,650000,0,0,1716163,370500,0,37378
BRQS,382200,90000,2298700,0,0,0,0
SRCE,821495,0,1158576,0,607800,0,180729
REPX,473486,670165,1577173,0,0,0,43333
LCUT,983462,0,888000,0,835100,0,53675
AMSWA,739343,404793,0,1597060,0,0,18716
DHCA,206250,0,0,2376322,0,0,176000
UFCS,750000,309540,1125011,374998,159460,0,31288
GLSI,556875,528438,1664716,0,0,0,0
PSTI,414086,0,2169642,0,128058,0,33787
SPWH,266538,749808,1700000,0,0,0,25048
JOAN,834231,0,626247,1275651,0,0,4049
MCFT,725000,0,1450020,0,543506,0,20860
KOD,720575,0,0,1548605,445044,0,10844
KIDS,500000,0,1843952,0,364688,0,13200
VLD,358514,0,2351081,0,0,0,12081
JRVR,959318,0,924967,0,773300,0,63106
NSA,585419,0,1700000,0,420000,0,13200
VYNE,637560,382536,607500,501750,573804,0,13200
FC,546154,0,1304459,0,845107,0,17527
PBI,875000,180000,769893,0,786000,0,101898
BMEA,609235,341172,0,1756903,0,0,0
DHIL,400000,1500000,750000,0,0,0,52743
UAN,629273,0,1181850,0,865700,0,22122
RBBN,750000,0,1915427,0,0,0,32697
MTAC,518077,0,378772,1433387,340819,0,21775
MODV,758654,0,1516933,0,379327,0,37848
VOR,605800,0,714563,1032575,316531,0,21575
NVCT,615250,508875,1566600,0,0,0,0
LBAI,941200,0,904991,0,560014,193306,76058
ACCO,730745,0,1282167,0,637104,0,24371
CPAY,1200000,0,1440058,0,0,0,28966
FLT,1200000,0,1440058,0,0,0,28966
ENZ,615877,1502488,197000,321000,0,0,27827
PRPL,680000,0,1903762,63929,0,0,15977
BY,866923,0,897663,0,844760,0,51521
HIPO,645000,0,1850000,0,165000,0,0
ATRO,606262,0,200405,800406,0,609147,433991
SLQT,525000,256,1573042,0,542490,0,8839
LYEL,650000,0,0,1685250,292500,0,19726
AHPA,563542,0,410156,1271419,394479,0,7828
EQBK,779593,0,619920,250117,612219,0,384270
ZEUS,735000,0,738760,0,929110,0,242284
PRLD,572667,0,0,1735873,330625,0,2624
ORRF,709154,0,454992,0,428400,1022734,22737
ARAY,652500,0,1614170,0,358875,0,10144
VCSA,600000,390000,1636120,0,0,0,8367
BHLB,835000,0,905934,0,584542,0,307905
ASUR,425750,816000,1361815,0,0,0,29700
EBF,1003895,0,0,0,1616995,0,12000
KPTI,740000,200000,1201200,0,456950,0,28138
UTL,678119,0,706961,0,515709,567527,157574
HUMA,603754,281704,0,1726450,0,0,13794
CIDM,650000,707969,26250,1200000,0,0,39431
CTO,640710,0,1209080,0,749638,0,22938
LMB,164227,0,1507218,0,0,0,948633
OFIX,234807,137601,1870633,0,227683,145166,0
PACK,0,0,2611990,0,0,0,0
CTMX,652088,0,1048950,533201,371899,0,5000
HAYN,700001,0,1080122,297499,452385,0,80136
HUBG,750000,0,1762611,0,0,0,96663
RVPH,450000,4,0,2157247,0,0,0
TMC,565000,508500,1381651,0,0,0,150500
MRSN,194311,0,880440,1133300,110466,0,282733
LPG,650000,903000,1023220,0,0,0,9150
PPC,942308,0,613554,0,1000000,0,22103
AVO,775008,0,1717803,0,0,0,82473
RGLS,615800,0,88000,1528091,332532,0,9900
TRTX,0,0,2574570,0,0,0,0
FOR,400000,1550000,599994,0,0,0,19440
MGEE,710710,559337,546536,0,0,740314,9900
MNTS,800000,80000,752094,0,800000,0,128175
IEP,1000000,1550000,0,0,0,0,5328
ELDN,559478,0,0,1686802,286383,0,20490
HOFV,957244,925003,599086,0,0,0,67127
VERI,196877,425840,1872066,0,0,0,52264
AHH,1058000,0,966750,0,400000,0,116900
FENC,607061,278006,728000,927873,0,0,0
GTE,453652,0,1234874,306465,489944,0,53255
NBTB,860000,0,685744,0,0,585612,390844
DCTH,538078,0,0,1792348,189888,0,0
ACTD,568269,422000,1200011,300004,0,0,26971
CBU,916619,0,749442,252093,429665,66605,102699
LFACU,800000,0,0,0,1692000,0,20652
LSEA,800000,0,0,0,1692000,0,20652
VMD,509277,4544,1185820,0,787950,0,24623
TALS,255166,0,0,774400,0,0,1481367
AVD,755655,0,1688426,0,0,0,65692
FHTX,579000,0,0,1719292,202650,0,3000
CLMT,735000,0,1750000,0,0,0,17040
AQST,600000,0,1432635,0,435600,0,27906
SOI,321000,0,1832000,0,320000,0,19800
FLWS,775000,0,363383,1015909,290625,0,46330
PLOW,757000,0,1464873,0,162938,0,106062
XOMA,125000,0,0,2288985,68750,0,0
LPSN,525000,300000,1450059,0,164299,0,39961
USNA,709923,0,1561287,0,157144,0,43663
RBT,788760,50250,1620000,0,0,0,5154
ELYM,82799,0,0,0,0,0,2377388
CRMD,616962,0,0,1388400,401700,0,52370
LINC,500000,0,1200000,0,740000,0,18683
WDFC,600000,0,1394168,0,355809,0,108676
ANNX,593380,0,0,1473062,375703,0,11039
NVEE,749014,0,1663424,0,0,0,34947
ROAD,605769,370281,793024,0,615000,0,62318
VBTX,800000,480000,832026,0,0,0,332369
CCF,612000,0,1147491,382500,320000,0,99610
ISSC,400000,0,819000,852000,355816,0,12592
INO,750615,0,491873,812999,371280,0,12141
HOOD,34248,0,0,0,0,0,2404090
ALRM,210000,0,1287500,669076,270999,0,0
LSTR,600000,0,1429840,0,0,361766,43235
ANGN,243944,608000,0,22427,0,0,1554904
ORN,750000,0,650000,0,750000,0,277710
FBMS,706072,0,803443,0,224831,663535,28267
ESTA,667996,0,532676,797261,375000,0,49374
SONX,474100,0,1794809,0,137632,0,8950
NWPX,700793,0,977844,0,720939,0,14748
OPTN,646994,0,637075,656245,454740,0,19211
AHT,0,0,430576,0,0,0,1982478
PRMW,993269,0,0,0,1383600,0,28887
SRG,1000000,1400000,0,0,0,0,4615
DBVT,600000,0,0,1084783,600000,0,119703
IBOC,660000,0,0,0,1500000,0,243025
MTRX,800000,0,1565141,0,0,0,36852
AMPY,517692,127920,1344002,0,392080,0,19800
HLBZ,918019,1125000,0,0,0,0,354977
NODK,824000,0,840695,0,526673,0,206521
BFST,690000,0,945122,0,543353,0,218905
CTV,400000,0,1607400,0,386178,0,3310
CBTX,745000,92613,1001514,0,527972,0,28705
WULF,950545,1425000,0,0,0,0,18633
EDIT,641092,0,436000,915390,392537,0,7290
SGMO,716366,0,418418,1251188,0,0,6300
HBIO,585625,0,1772760,0,0,0,33855
RES,600000,0,998400,0,768000,0,25050
GLYC,638405,100000,0,1263328,376910,0,10775
SPRO,379220,508000,999998,0,0,0,498687
XOS,416827,0,1712000,0,212500,0,39538
HGTY,850001,0,700000,0,765001,0,64475
CIO,525000,551250,1203940,0,0,0,98198
HCKT,750000,0,1023570,0,602100,0,0
LTRPA,150000,0,181214,0,1978000,0,64267
AMRX,750000,0,664219,0,910500,0,45666
BBGI,1231515,0,0,0,1100000,0,35080
SKYT,526539,0,643440,529971,647660,0,13983
UNTY,735000,0,371520,0,587530,0,666412
ATOS,705910,0,0,1143927,469783,0,36600
CRD.A,716250,0,866316,0,661686,49947,60326
LIND,187500,133737,1996000,0,0,0,35265
DMRC,375000,0,1375518,0,600000,0,100
BIVI,618000,463500,734668,521500,0,0,0
VRM,751923,0,1584000,0,0,0,0
DAVE,425000,425000,717250,0,743750,0,13200
LICY,592329,0,843750,843750,0,0,43430
KNTK,676000,237276,828548,0,553644,0,26521
BRKL,940000,0,657994,0,423000,0,299536
HURC,587383,88764,1249963,0,295880,0,96429
GBIO,630097,0,396984,904896,381209,0,2077
TPIC,891439,0,1249705,0,158357,0,15760
TWIN,648416,0,1092881,0,408223,0,162044
FULT,850000,0,954757,0,382500,0,122183
CPSI,614539,0,1625994,0,64256,0,2000
SWBI,721000,0,1502872,0,0,0,81849
KLXE,635310,0,1005585,0,629131,0,32562
MRVI,750000,0,1314000,0,0,0,237864
PLAY,764423,0,1124973,374982,0,0,33895
OSBC,810873,0,862809,0,567800,0,52909
BDSX,515000,0,1442001,233622,98058,0,1865
INFU,600000,498000,615238,535108,0,0,38311
OPK,960000,480000,0,824000,0,0,13200
COOK,0,0,2262247,0,0,0,13200
AHCO,1491477,0,743274,0,0,0,30432
WSBC,855508,637500,691584,26350,0,0,52877
ATHA,585000,0,0,1378860,297619,0,85
DTOC,718932,1500000,0,0,0,0,30559
DBD,850000,500000,0,0,762987,0,135426
AP,675000,0,792682,0,737961,0,40000
OSS,256539,0,1180000,796000,0,0,13034
MD,650000,390000,1025015,0,162500,0,10324
CYRX,865597,0,585729,785432,0,0,0
FTHM,500000,0,1712754,0,0,0,13852
RLGT,425000,0,913439,0,262192,0,624620
ALZN,300000,120000,0,1789375,0,0,14236
HWKN,615000,0,614952,0,930495,0,62962
LMAT,592659,0,550000,550000,455273,0,72865
MREO,565107,254298,285358,1043403,0,0,71157
SSBK,185625,0,77631,77631,0,0,1874118
FARM,704846,0,1499994,0,0,0,9900
CVGW,1078356,288172,800000,0,0,0,47964
PMVP,586083,0,0,1328712,295000,0,0
CSR,432256,0,883224,125207,0,0,769000
SERA,302954,0,1813500,0,57191,0,22638
PRK,750000,364000,552751,0,0,422037,103397
DFS,343462,500000,670011,0,0,0,675178
MCBS,455000,0,1028058,0,705000,0,0
GMRE,700000,0,1080000,0,401100,0,0
NPCE,288470,0,1201500,0,0,0,689204
BUSE,725000,0,841181,0,561875,0,51103
SPRB,580000,47850,1205568,0,319000,0,5000
HFFG,600000,481800,900000,0,0,0,170000
JOUT,860821,92969,1149478,0,0,0,44483
IIIN,700000,0,349992,350009,654500,0,92011
CPRX,735000,661500,150004,599995,0,0,0
ANVS,668000,0,0,1464652,0,0,13200
AMRN,306779,0,0,1833250,0,0,3991
MNMD,598750,0,1212000,0,318725,0,13658
SFBS,721000,264968,757050,0,340673,0,56297
KRO,2138000,0,0,0,0,0,0
RBLX,0,0,0,0,0,0,2136740
OVID,625296,0,0,1106520,390810,0,13920
SBSI,809608,0,283353,0,245092,769701,26963
CAMP,528585,0,1271620,0,283440,0,51027
GWH,465000,459095,878305,308682,0,0,17961
MRAM,450000,0,949500,0,721363,0,910
MKTW,388656,0,0,0,0,0,1733000
PRAX,625000,0,0,941364,515625,0,38523
DLHC,675000,0,852728,0,553734,0,35414
ASXC,500000,0,1031250,232500,304688,0,38060
VHI,2106000,0,0,0,0,0,0
GRAY,239138,0,0,572,60000,0,1804983
ANGI,483333,1619667,0,0,0,0,0
MEIP,541185,0,0,1352600,207273,0,0
AMSF,718500,0,794200,0,544013,0,43455
VHC,789867,394933,27024,0,0,0,887426
GOSS,606901,0,0,1185725,303362,0,0
PETZ,95000,1998457,0,0,0,0,0
ADES,333373,335800,404376,0,540132,0,477744
SASR,875000,0,787501,0,386488,0,41276
CRVL,625777,0,0,1176522,284755,0,3012
STBA,750000,0,839303,0,407025,0,92801
NHI,500000,0,246500,453123,875044,0,9900
FUSN,596837,0,0,1170250,283498,0,31001
TFFP,550000,192500,0,1333538,0,0,0
PFS,818269,0,825000,0,309375,0,121547
HAFC,762500,0,715010,0,515738,0,80517
CHUY,745498,1000,559088,0,745498,0,16957
UMH,766000,29462,785492,91450,383000,0,12200
WHG,750000,0,625000,0,672732,0,19800
HIBB,850000,0,1200010,0,0,0,14415
PEBO,735000,0,573973,0,614000,0,139801
UUUU,564960,0,744480,316800,403896,0,30000
BSBK,522700,0,0,0,400000,0,1133498
LBPH,610000,0,0,986934,442860,0,14010
AZYO,600000,149111,1085464,0,210889,0,5423
LKFN,684923,0,1066080,0,271365,0,28258
TNXP,675000,0,0,1375065,0,0,0
ATLC,850000,475000,715006,0,0,0,9900
PTLO,898636,0,0,0,1090350,0,58194
XPEL,532068,0,1250000,0,250604,0,12000
FFIC,1105721,0,569715,0,191483,38986,136750
DTIL,629917,381000,967976,0,0,0,60388
CLPR,630000,0,835000,0,250000,0,310552
REPH,617308,0,866601,272804,250000,0,16500
LOPE,321000,0,1211643,0,481500,0,2744
CPRT,900000,0,0,0,1100000,0,9000
IPAR,2000000,0,0,0,0,0,0
ACCD,500000,0,601983,617924,275000,0,3500
BHR,0,0,833875,0,0,0,1163830
CLPT,517692,0,959996,232225,273000,0,12424
CVGI,343750,0,1626811,0,0,0,23102
HBNC,342118,0,844977,0,0,0,806214
TTGT,600000,0,1374300,0,0,0,15000
NLS,625000,0,439946,912471,0,0,10675
EPM,364500,280875,1325285,0,0,0,16694
BOOM,613461,0,599993,0,703701,0,67499
CTXR,475000,0,0,1304238,201875,0,0
FBIZ,610000,0,336580,0,310969,691210,29990
MIST,601520,0,0,1028621,292000,0,55951
CLNE,700812,0,0,738750,482811,0,55485
GCBC,608000,223000,0,0,851000,0,294500
EGY,550000,0,412501,412501,561000,0,40423
BAND,516476,0,1443445,0,0,0,15714
MMAT,34295,0,1941018,0,0,0,0
AMRC,1500000,0,424467,0,0,0,46213
ICD,552000,0,1010195,0,382605,0,25500
XPOF,600000,0,695886,0,648973,0,22754
CLRB,600000,0,107582,715140,450000,0,92418
ZVIA,615833,0,658269,665854,0,0,24131
SAFT,800000,0,1000000,0,0,0,162783
INSE,570000,0,1009920,0,257400,0,111016
PLPC,600000,0,614090,0,510000,0,221686
TRIP,900000,0,0,0,891000,0,151733
SLP,487479,357800,0,1094440,0,0,2285
RGS,600000,259000,0,0,1041000,0,38862
CTOS,837500,386750,305094,0,386750,0,20932
NWBI,816615,258331,511417,0,206000,107523,32835
NRUC,1080000,0,0,0,371760,420554,59100
LAB,596667,0,560421,0,774000,0,0
VLGEA,888443,430000,595400,0,0,0,16616
ADTH,485000,0,994619,0,436837,0,13200
PFX,530000,1395000,0,0,0,0,0
CFB,712500,0,593019,0,514823,0,103973
NDLS,605775,0,1199997,0,0,0,118504
MEG,775000,0,0,0,1133457,0,13200
CTGO,425000,0,1478400,0,0,0,17000
IMRX,593096,326203,0,983116,0,0,15786
CNXN,1265000,0,0,0,632500,0,18364
NTGR,310415,0,1600200,0,0,0,3000
TARA,607882,0,154926,736124,341351,0,65849
GRPH,361778,0,0,1050446,0,0,491253
TG,928545,0,576750,0,281268,0,116376
THTX,0,0,695976,405553,117572,22790,0
CHCO,674740,0,389813,0,809688,0,20322
NAUT,535000,0,0,1065622,291040,0,1200
BNED,1100000,0,360556,390970,0,0,39257
CCBG,476000,0,317776,0,652885,433188,10618
XL,50037,0,0,0,0,0,1839615
CDLX,500001,0,968000,0,384038,0,33905
LOCL,250000,175000,990000,0,0,0,469606
BRT,931109,300000,587616,0,0,0,64166
CURV,1038461,0,200000,300000,0,0,341678
NCR,560607,0,69314,25425,1200000,0,24076
LL,772500,0,1000000,0,77250,0,26692
SNCR,505000,0,899080,0,465028,0,7000
HLTH,576580,0,0,1277447,0,0,17242
NVNO,500000,500000,0,854393,0,0,16491
CCEL,700000,750000,0,419397,0,0,0
PNTG,362500,1000000,0,497136,0,0,8884
MESA,600000,679780,120219,0,450000,0,18407
RICK,1700000,0,0,0,0,0,167388
VXRT,568333,0,286833,801895,198917,0,10866
GAME,600000,0,1253287,0,0,0,12072
HMST,824040,0,825697,0,185410,0,28962
ATSPU,421875,0,1326000,0,116103,0,0
INAB,572000,0,0,984166,286000,0,12000
GIFI,487020,0,688000,0,677612,0,0
CURI,619500,0,1106684,0,108446,0,13200
NATH,602668,0,0,0,1200000,0,41704
NNI,854501,450000,500013,0,0,0,37642
SPN,750001,0,0,0,1067520,0,23802
BHB,716000,0,558445,0,524416,0,40279
SCPH,603500,0,409323,447779,362100,0,15960
EXFY,1670564,0,166550,0,0,0,0
AOUT,551000,0,1246979,0,0,0,33349
NLTX,423581,219375,0,0,264935,0,919541
SIGA,912928,912928,0,0,0,0,0
AVPT,450000,0,499998,499999,374760,0,0
CATC,590545,0,800000,0,294232,33700,105510
LXFR,628800,0,1134137,0,0,0,60815
BASE,485000,750000,0,0,582000,0,2000
POWW,475000,478636,840000,0,0,0,24062
VACC,610000,0,0,842168,307989,0,51454
BSGM,854902,0,831908,0,0,0,122000
FIXX,563390,0,209271,706482,0,0,325160
QCRH,437739,0,303489,0,485263,500083,72009
RPID,616512,0,607383,137151,401218,0,34990
INGN,107692,850000,824500,0,0,0,14056
ERII,470999,0,1298829,0,0,0,23643
CCB,810000,0,508823,0,408808,0,60360
FRME,721538,0,611040,0,369807,6493,78872
LYRA,583000,0,0,842675,349800,0,9900
JOE,505631,765450,510336,0,0,0,684
OLP,962745,91690,652760,0,0,0,74107
GHC,900000,0,0,0,843574,34382,3300
GSBC,487463,0,0,91494,853441,157000,189844
MNPR,580000,0,534078,534077,130500,0,0
RLYB,530000,0,0,1054934,166950,0,26400
OPAD,650000,0,1117640,0,0,0,8245
MLP,146504,0,1341233,0,0,0,287593
FLNC,600000,50000,0,0,1110522,0,14250
SNDA,461854,0,967769,0,339232,0,0
LNDC,485435,0,508950,731661,0,0,38167
NVR,875000,0,0,0,875000,0,13200
KRON,580000,0,0,849337,319000,0,13200
AMTX,360000,375000,675000,0,0,0,350000
OTLK,600000,0,0,1147963,0,0,10899
MSEX,720462,331968,0,0,0,630526,75858
ESCA,511211,0,1064702,0,181323,0,501
SRI,585533,0,741678,0,398179,0,27984
SLS,625000,0,193720,654675,275000,0,4243
SGA,671766,245000,737005,0,0,0,98071
CTRN,725000,0,1015008,0,0,0,11571
BOLT,599100,263700,0,877929,0,0,9900
ETON,591862,0,0,807628,334355,0,13200
KRNY,738942,0,576313,0,173421,195975,59194
BTBT,500000,0,1539500,0,0,0,0
CELC,209615,0,0,1260000,268500,0,0
CPF,628846,623140,444500,0,40825,0,0
RDW,425000,0,736950,0,560601,0,12010
IXAQ,584672,0,0,1117573,0,0,28692
CPNG,1100000,0,0,0,0,0,630609
AUID,310769,225000,0,1185100,0,0,8000
FWAC,0,0,1727518,0,0,0,0
INBK,800000,0,623880,0,280000,0,23442
PSNL,533750,0,0,763040,427000,0,3000
SEEL,586964,0,0,1126948,0,0,12564
RELL,880440,0,312000,108800,411560,0,13132
SOLO,676000,1014000,0,0,0,0,33374
LMND,392732,0,0,1209932,0,0,119189
THFF,770311,0,475003,0,347845,0,127401
DMTK,388846,0,0,955000,311076,0,60180
HYLN,650000,0,1061250,0,0,0,0
GRC,583333,537900,500000,0,0,75629,10986
CLNN,654280,368000,0,647295,0,0,37030
BE,813846,0,0,0,863460,0,26702
MHLD,875000,0,789315,0,0,0,39507
MPB,679808,21356,400003,0,300000,252591,48265
ANZU,303658,0,0,1395866,0,0,0
MCY,1220767,387331,0,0,0,0,90250
ACHV,530000,0,490000,426207,251750,0,0
ZD,1000000,0,0,0,669285,0,26604
INMB,500500,0,0,1194318,0,0,0
OPRT,687885,0,746007,0,225680,0,34963
TRVI,596924,229075,0,851399,0,0,9900
DYNS,606625,0,0,817929,250233,0,11711
GNPX,583775,0,1068750,0,0,0,28433
OMGA,578667,0,0,765340,320320,0,11400
PCYG,1034869,500000,0,0,0,0,130816
TRVN,681500,0,581700,0,388455,0,13200
RDVT,459394,350000,836800,0,0,0,17575
CRIS,633500,0,0,418110,0,0,22368
SRPT,799797,0,0,0,842519,0,19022
CGTX,586560,0,453623,352915,249288,0,18300
ORMP,462988,242576,904920,0,0,0,48738
ATSG,100962,46443,0,0,0,0,1510223
DOMA,751978,0,891750,0,0,0,12204
SURG,554412,870000,0,0,0,0,229212
AEHR,348270,0,0,990000,266758,0,47760
SVFC,107692,0,0,0,0,0,1542307
MEDP,814275,814422,0,0,0,0,17334
IOBT,540750,0,0,752850,297413,0,54075
CKPT,635580,0,720000,0,286011,0,0
MMLP,598000,0,1042925,0,0,0,0
TACT,156001,0,0,0,0,0,1480361
AGBA,1367305,0,268323,0,0,0,0
HSDT,386000,0,0,1115469,96500,0,37257
OBT,650000,0,262032,0,390000,0,331861
MSBI,721000,0,540782,0,348731,0,23272
UVSP,806000,0,523923,0,250572,23480,26247
COLM,1073600,0,0,0,533364,0,16500
ONCT,609386,0,0,741719,258769,0,13200
RBCAA,662000,0,431628,207436,300000,0,22000
OLB,750000,300000,0,541999,0,0,30000
VERY,767350,0,0,0,814820,0,37859
WINA,645000,640000,0,321278,0,0,12361
STRC,170792,0,450000,450000,0,0,547057
BVS,559649,74,88160,91080,850508,0,24637
FRPT,620000,0,0,0,980685,0,13200
NHC,528000,0,261880,150390,656000,0,13425
HFWA,686306,0,381365,0,281386,11371,249212
CSTL,686400,0,0,0,893350,0,26234
ACTG,467789,0,403043,0,712500,0,20136
MTNB,598000,244375,0,757176,0,0,0
DMLP,400000,245000,880010,0,0,0,66000
AVRO,504400,732179,339878,0,0,0,14435
PWOD,1003802,260000,0,0,312500,0,12417
TCBX,590385,550000,274999,0,0,0,168858
MNSB,665712,443750,443750,0,0,0,29439
MNTX,400000,0,103000,0,1015793,0,62666
TIL,684653,423833,0,437100,0,0,31703
WLDN,505003,345000,713200,0,0,0,13800
LGVN,431474,0,633500,161500,309167,0,40918
FTK,494712,865000,45835,161604,0,0,8194
SND,567403,645421,315003,0,0,0,47385
ACNB,541154,341250,288750,0,0,256795,140744
OMIC,545833,301125,298666,414867,0,0,6600
SYBT,775000,0,494023,164677,0,0,126817
AKTX,615750,0,729393,198498,0,0,16500
MNRO,714179,0,599972,199969,0,0,45600
CDTX,593800,0,274468,388276,292100,0,9900
WSBF,875000,62000,131236,0,412992,0,75049
EML,485288,0,782100,0,0,0,22094
CRDF,594400,0,0,672978,280394,0,0
ADVM,671600,0,0,530193,342531,0,2153
RSVR,410000,0,920000,0,205000,0,11070
PKBK,1,425000,0,0,0,0,17841
DBX,625000,0,0,0,485000,0,429577
CLSD,547200,0,0,702473,273874,0,15080
EAF,476500,0,612905,130866,288900,0,25850
BELFA,600000,216881,0,0,675000,0,37595
AAME,565625,800000,0,0,0,0,163766
GTBP,556200,312863,57600,425000,0,0,174171
TSHA,600000,0,0,597184,324000,0,1331
HSON,51515,0,1000013,0,470000,0,833
CAC,757321,151465,304590,0,0,284097,24839
NVCR,756093,0,0,0,507742,0,257191
ITRM,611831,360311,0,220000,320709,0,5960
CMRX,514695,0,183112,778511,0,0,41536
CASS,602423,28300,729978,0,118000,0,38711
BSRR,633938,458337,249933,0,0,44219,130088
GANX,500000,0,317682,527667,125000,0,44437
BLNK,681759,75000,258875,0,467790,0,29917
KTCC,905367,0,0,52250,543220,0,12200
SDIG,600000,499603,408500,0,0,0,0
INNV,750000,0,0,0,750000,0,6600
DALN,660000,404250,0,0,429401,0,4950
RMCF,150192,0,0,0,0,0,1347066
FLIC,620000,0,620000,0,155000,80873,21192
INTG,838000,600000,0,0,0,0,59000
CADL,670000,0,176506,189558,134000,0,314695
VMEO,186923,100000,789093,0,258510,0,148560
HTBK,606500,0,466497,0,322476,33400,53018
EIGR,625699,78000,0,631866,139866,0,3461
MBWM,665700,0,348673,0,366135,270,97211
GNUS,440000,220000,0,0,0,0,816984
WASH,749231,0,495328,0,112385,0,119824
BKKT,500000,250000,698035,0,0,0,28107
TTNP,406000,1015000,52180,0,0,0,0
FISI,713863,0,355591,0,318638,61032,23760
KVHI,503295,382147,231496,227389,113073,0,14900
GEG,78205,275000,0,400000,0,0,715000
MPX,450000,0,673200,0,340200,0,0
MOFG,625000,0,325000,0,225000,0,288067
BWFG,630000,350000,467378,0,0,0,15033
MCHX,386363,0,0,1073750,0,0,0
VIRX,590000,0,0,497263,332613,0,36720
AMRK,560000,0,0,0,840000,0,51081
FOSL,1057692,0,0,0,393250,0,0
MASS,475000,0,689639,0,282625,0,3500
FBRX,619500,0,489950,0,340725,0,0
PASG,599231,0,0,502815,330000,0,16500
HYFM,600000,75000,750002,0,0,0,23049
CWCO,551250,0,275625,0,600000,0,19200
DRRX,586416,0,0,812320,0,0,47048
FINW,558462,253578,483280,118735,0,0,31580
QUIK,354432,0,846528,0,244432,0,0
TRNS,523654,0,439979,187700,272357,0,20444
AC,475000,450000,475320,0,0,0,39818
HHS,233654,293750,908964,0,0,0,3462
STKS,700000,0,350000,299532,50468,0,37462
SYRS,635385,0,477174,0,318986,0,5237
PANL,450000,600000,0,0,0,0,386452
BFC,662259,0,350664,0,0,0,421722
BSVN,550000,242000,605000,0,0,0,37281
SPOT,0,0,0,0,0,0,1431654
ANY,350000,635000,400455,0,0,0,36872
GABC,625000,0,423754,0,254688,0,114673
WNEB,701299,0,247112,0,243000,0,224608
MBRX,565000,0,323625,196431,292500,0,37043
CLBS,675931,382282,258000,61919,0,0,30250
ENOB,664583,100000,0,640850,0,0,0
CIA,775000,0,234999,0,389541,0,1200
NL,1399000,0,0,0,0,0,0
SLGG,425000,222000,360000,382000,0,0,0
MNOV,657377,0,0,481050,230082,0,19800
FCF,586000,56857,402615,0,315643,0,26040
STRS,708333,0,0,0,607931,0,70517
XMTR,475000,0,311891,334396,261505,0,1271
DNAA,472083,155500,68640,675601,0,0,11550
CVLG,799579,0,0,0,502944,0,79295
OAK,0,0,0,0,0,0,1381451
IVAC,549994,0,649440,0,180000,0,2000
RSSS,400000,105600,857000,0,0,0,17734
EAI,406405,0,377082,89191,305428,175600,23719
ELC,406405,0,377082,89191,305428,175600,23719
EMP,406405,0,377082,89191,305428,175600,23719
ASMB,600000,0,0,306100,453600,0,14010
FSBW,525000,460000,199745,148590,0,0,40033
PIII,800000,0,330000,0,240000,0,0
TKNO,569200,0,233306,197737,353261,0,15325
HOWL,583440,332561,0,438640,0,0,12263
GMDA,570833,0,246979,431496,115000,0,0
CHCI,600000,750000,0,0,0,0,13200
MG,241269,250000,868999,0,0,0,2644
WSR,466923,0,800007,0,69350,0,26247
GNTY,658056,0,0,0,604141,0,98092
LAZY,600000,0,292218,300002,156000,0,11048
PIRS,584595,146149,0,614818,0,0,13390
AMZN,365000,0,0,0,0,0,992764
ALTO,427346,0,846000,0,62756,0,21400
EPSN,311000,0,851003,0,0,0,191350
LTRX,400000,0,943552,0,0,0,4950
HQI,400000,0,0,0,948385,0,0
EQ,455400,0,0,568343,324472,0,0
LWLG,420000,74025,0,848478,0,0,3878
ALGS,587495,0,0,311690,393179,0,52094
NSSC,904778,226395,0,133600,0,0,74435
IONQ,481250,0,413054,0,440000,0,4371
AIP,404000,0,641550,0,278760,0,13200
SPIR,477310,0,855515,0,0,0,3898
FNKO,155077,0,1011578,102349,0,0,66893
CRTX,550000,0,0,474000,302500,0,4000
FFWM,950000,0,342000,0,0,0,37000
CRVS,110309,0,0,1205042,0,0,6000
TBNK,851124,0,309350,0,38301,0,121733
RONI,175758,0,0,0,0,0,1144416
SLNG,533333,0,33413,0,740974,0,12200
CIX,593882,675000,0,0,0,0,46595
MYFW,575000,0,399989,0,322600,0,10990
WTBA,590000,11800,288788,0,371085,15315,26400
VBLT,285223,0,0,0,0,0,1017637
LIFE,561243,0,0,532341,196435,0,10506
GRWG,493031,0,785000,0,0,0,20117
VLON,144577,0,0,89264,75000,0,988211
RH,1250000,0,0,0,0,0,42948
CFFI,546000,0,249275,0,250000,70381,177255
AKTS,470730,0,571500,0,235365,0,13145
EBTC,599021,0,207785,0,311566,0,168506
MBOT,372521,386000,0,470302,0,0,55300
YMTX,448077,0,0,565379,250000,0,20190
CHMG,655385,220000,210038,0,0,0,197675
ECOR,601018,420714,230000,0,0,0,29601
BYRN,465000,371250,0,424782,0,0,17297
PALI,520333,0,264541,221226,271000,0,0
HLF,1,250000,0,0,684657,0,341907
ISTR,603675,0,236999,157996,217817,0,50651
ASYS,50192,0,500004,712800,0,0,458
APYX,482500,306363,0,448335,0,0,24272
CODX,375000,40750,845550,0,0,0,0
UBX,609000,0,0,320435,318203,0,13200
HGBL,425000,0,146142,0,675520,0,14029
FNLC,775000,226068,232500,0,0,0,22653
BRTX,479167,475000,0,300000,0,0,0
PLCE,1100000,0,0,0,0,0,150781
GRTX,616505,0,0,617628,0,0,16132
